stop,lat,lon,routes,trips
BHEL Mysore Road,12.94882431,77.53574788,3,8
BHEL Town Ship Vijayanagara,12.96165481,77.53194183,1,3
Binni Layout Pipeline,12.96775494,77.54513696,4,8
Chandra Layout,12.95827325,77.52634499,93,471
Chandra Layout ganesha Temple,12.95771537,77.52867586,56,651
Chandra Layout Jyothinagara,12.95937289,77.52177357,32,174
Chandra Public School Chandra Layout,12.96018726,77.52955071,56,678
CS-Spirit Junction Chandra Layout,12.96056653,77.52939774,0,0
Deepanjalinagara,12.95115272,77.53722444,263,2077
Dwarakanagara Hoskerehalli,12.93373771,77.53890607,46,417
Gangondanahalli Masjid Chandra Layout,12.94964903,77.52676785,2,19
Girinagara,12.94313749,77.54464343,26,236
GKW Layout Vijayanagara,12.96804956,77.52858102,10,49
Govindarajanagara Vijayanagara,12.97559878,77.53658194,64,651
Hampinagara Post Office,12.96519658,77.53804922,7,98
Hampinagara RPC Layout,12.95893769,77.53557086,35,291
HMS,12.97426771,77.54479431,0,0
Hoskerehalli,12.93030789,77.53956987,16,120
Hoskerehalli Petrol Bunk,12.93290845,77.54016280,169,1459
Income Tax Layout,12.96008017,77.53116544,122,1000
Jaga Jeevan Ram Nagara,12.96461282,77.55486220,16,145
Kalidasa Layout,12.94834530,77.55246542,4,43
Kempapura Agarahara Goripalya,12.96911991,77.55465209,2,2
Kwality Biscuits Factory,12.94681545,77.53107279,58,352
Magadi Road 10th Cross,12.97578029,77.55691837,1,5
Magadi Road 1st Cross,12.97587214,77.56328904,1,5
Magadi Road 5th Cross,12.97584555,77.56078154,62,405
Magadi Road Tollgate,12.97468137,77.54886863,14,29
Manuvana Vijayanagara,12.97426683,77.54457001,95,608
MC Layout A.Dasarahalli,12.97500273,77.54211521,33,262
Muneshwara Block,12.94226689,77.54858228,43,329
Muneshwara Nagara Srinagara,12.94494133,77.54730354,2,16
Mysore Road Bus Station,12.95357441,77.54377783,315,3219
Nagarabhavi,12.95845489,77.51901091,110,1034
Nagarabhavi Byraveshwara Layout,12.96518406,77.52336152,58,655
Nagarabhavi Maruthinagara,12.96172963,77.52182067,58,655
Nagendra Block,12.94190627,77.55291670,44,343
Nayandahalli Junction,12.94502640,77.52858343,2,20
Nayandahalli Metro Station,12.94627957,77.52967268,27,237
Nayandahalli Railway Gate,12.94593111,77.52638885,18,149
New Guddadahalli,12.95590554,77.54592754,262,2251
New Public School Vijayanagara,12.97551577,77.54217379,1,3
PES College Outer Ring Road,12.93479065,77.53710374,70,601
Pramod Layout,12.93880203,77.52866284,2,31
Prasanna Theatre,12.97545631,77.55290933,309,2955
Rajajinagara 6th Block,12.97961666,77.55358726,14,25
Sarvajna College Vijayanagara,12.97573487,77.53910017,3,17
Seetha Circle,12.93774272,77.54968336,106,1075
Subbanna Garden Vijayanagara,12.96466858,77.53218323,5,49
Telecom Colony New Guddadahalli,12.95158599,77.54635334,0,0
Telecom Layout RPC Layout,12.96673220,77.54680932,1,2
Telecom Layout Srinagara,12.94843221,77.54936613,4,55
Timber Yard Layout,12.94839080,77.54334760,13,75
Veerabhadranagara,12.93798025,77.53353336,8,19
Vidyagiri Layout Nagarabhavi,12.95570558,77.52117812,2,21
Vijayanagara,12.97185438,77.53764583,376,3198
Vijayanagara ISRO Quarters,12.96769342,77.54104726,2,2
Vijayanagara Maruthi Mandira,12.96772910,77.53617308,162,1241
Vijayanagara Pipe Line Park,12.97035831,77.54620364,4,8
Vijayanagara TTMC,12.96490469,77.53502957,306,2690
Vijayanagara Vijaya Bank,12.97358945,77.54165947,101,1055
Vinayaka Layout Vijayanagara,12.96489860,77.53037006,7,83
Vinayakanagara Hale Guddadahalli,12.96087716,77.55062341,6,19
Basappa Circle,12.95589922,77.57719393,152,1444
Bengaluru High School,12.95180447,77.56746709,131,1620
Binni Layout Pipeline,12.96775494,77.54513696,4,8
Binny Mill,12.97056963,77.56621192,92,891
Binnypet,12.96467391,77.56169890,94,944
Brundavananagara TR Mil,12.95055081,77.55539596,1,2
Chamarajapet,12.95720915,77.56807683,152,1766
Chamarajapet Rama Mandira,12.95698430,77.56386997,18,153
Chamarajapet Water Tank,12.96033250,77.56357650,312,3139
Cottonpet Hospital Super Talkies,12.96813711,77.57027730,71,851
Gavi Gangadareshwara Temple,12.94915040,77.56257601,4,6
Goripalya Maramma Temple,12.96304333,77.55904333,9,96
Jaga Jeevan Ram Nagara,12.96461282,77.55486220,16,145
Kalidasa Layout,12.94834530,77.55246542,4,43
Kempapura Agarahara Goripalya,12.96911991,77.55465209,2,2
KR Market,12.96420069,77.57761288,1238,12871
Mahila Seva Samaja,12.95361150,77.57387051,148,1740
Makkala Koota,12.95804234,77.57380043,398,4426
Mysore Road Tollgate,12.95790088,77.55389758,285,2888
New Guddadahalli,12.95590554,77.54592754,262,2251
Rayan Circle Tippu Sultan Road,12.96040532,77.56790815,344,3468
Sirsi Circle,12.96019221,77.55948522,498,4462
Telecom Colony New Guddadahalli,12.95158599,77.54635334,0,0
Telecom Layout RPC Layout,12.96673220,77.54680932,1,2
Telecom Layout Srinagara,12.94843221,77.54936613,4,55
Tippu Sulthan Palace KR Market,12.96002114,77.57386476,4,23
TR Mill,12.95742385,77.55918972,20,142
Vinayakanagara Hale Guddadahalli,12.96087716,77.55062341,6,19
Vinayaka Talkies KR Market,12.96380068,77.56833112,44,243
Vittalnagara,12.95464366,77.55713247,2,2
Akkithimmanahalli,12.96220111,77.59655625,22,245
Ananda Ashrama Bannerughatta Road,12.92725733,77.60068870,91,1021
Anepalya,12.95283208,77.60543338,37,309
Anepalya Pothalappa Garden,12.94977972,77.60582328,3,13
Ashokanagara Vidyapeeta Circle,12.93700975,77.56253708,5,50
Ashoka Pillar,12.94312115,77.58542203,86,997
Basappa Circle,12.95589922,77.57719393,152,1444
Basavanagudi Police Station,12.94127235,77.57382118,211,2338
Bengaluru Dairy Circle,12.93713934,77.60114082,423,4052
Bengaluru High School,12.95180447,77.56746709,131,1620
Bharathi Nursing Home Jayanagara,12.93696300,77.57411689,1,2
BMS College Basavanagudi,12.94164000,77.56701000,1,1
BMTC Old Central Office,12.95333343,77.59597354,4,20
Brundavananagara TR Mil,12.95055081,77.55539596,1,2
Bull Temple,12.94381453,77.56783247,13,144
Byrasandra Convent School Jayanagara,12.93549124,77.59001165,5,6
Carmel Convent Jayanagara,12.92633355,77.59732896,108,988
Chamarajapet,12.95720915,77.56807683,152,1766
Chamarajapet Rama Mandira,12.95698430,77.56386997,18,153
Chamarajapet Water Tank,12.96033250,77.56357650,312,3139
Corporation,12.96724194,77.58828195,1219,12296
Depot-04 Gate  Jayanagara,12.92521222,77.59351864,1,1
Gandhi Bazaar,12.94577155,77.57064740,26,209
Ganesha Bhavan,12.94340242,77.56601632,40,369
Gavi Gangadareshwara Temple,12.94915040,77.56257601,4,6
Gunasheela Hospital,12.94065020,77.57630691,32,416
Hanumanthanagara Subramanya Swamy Temple,12.94169261,77.56199671,73,889
Hanumanthanagara Syndicate Bank,12.94657887,77.56419204,38,353
IBM Bannerughatta Road,12.92522667,77.60055896,63,699
Indira Gandhi Children Hospital,12.93816283,77.59269118,1,9
Janatha Hotel Mariswamappa Rd,12.94899945,77.59792417,2,4
Karnataka Silk Emporium,12.95056197,77.59248868,1,1
Kempegowda Nagara Swimming Pool,12.94831589,77.55916089,2,3
KH Road,12.95772479,77.59311780,337,3048
Kohinoor Ground,12.94735343,77.56631854,38,357
KR Market,12.96420069,77.57761288,1238,12871
KSRTC Quarters Shanthinagara,12.95128274,77.59905338,0,0
Lakkasandra,12.94308106,77.59743743,414,3963
Lalbagh,12.95407694,77.58567716,188,1841
Lalbagh Hopcoms,12.95120265,77.59164635,194,1776
Lalbagh West Gate,12.94968563,77.57993460,156,1617
Langford Road,12.96255725,77.59492278,7,12
LIC Colony Jayanagara,12.92863684,77.59108990,0,0
Madhavan Park Jayanagara 2nd Stage,12.93646289,77.58394684,58,513
Mahila Seva Samaja,12.95361150,77.57387051,148,1740
Makkala Koota,12.95804234,77.57380043,398,4426
Mallige Hospital Siddapura,12.94781457,77.59204088,37,503
Mico Factory Junction,12.94399134,77.60531592,4,13
Minerva Circle,12.95362569,77.57994411,45,218
MN Krishna Rao Park,12.94391987,77.57679563,3,12
Mysore Bank,12.97349267,77.58150066,345,2931
Nagasandra Circle Basavanagudi,12.93686333,77.57196667,17,141
Nanda Talkies,12.93302905,77.58007632,159,1508
National College,12.94933458,77.57381562,165,2029
Netkallappa Circle,12.93966253,77.57239033,74,741
Nimhans Hospital,12.93978245,77.59789382,408,3913
North Road,12.94817263,77.57059202,76,717
Nyaya Degula,12.95420387,77.59040460,2,12
Poornima Talkies Lalbagh Main Road,12.96101572,77.58772574,38,440
Ramakrishna Ashrama,12.94900994,77.56764500,163,1872
Rani Saraladevi High School,12.93889816,77.58529240,72,935
Rayan Circle Tippu Sultan Road,12.96040532,77.56790815,344,3468
RV Teachers College,12.94469333,77.57992167,120,1365
Sagar Hospital Bannerughatta Road,12.92847999,77.59962469,2,36
Sajjan Rao Circle,12.95308833,77.57674500,39,286
Sanjay Gandhi Hospital Jayanagara,12.92710589,77.59296362,70,819
Sanjay Gandhi Inst of Trauma,12.93594607,77.59275019,1,9
Shanthinagara TTMC,12.95452669,77.59273880,344,3137
Siddapura Ashoka Piller,12.94618955,77.58877655,37,503
South End Circle,12.93707400,77.57967376,193,1909
Subbaiah Circle,12.96265400,77.59096469,189,2165
Tippu Sulthan Palace KR Market,12.96002114,77.57386476,4,23
Town Hall,12.96357668,77.58426144,729,7173
TR Mill,12.95742385,77.55918972,20,142
Vasavi Vidya Mandira Lalbagh West Gate,12.94833382,77.57574500,8,48
Vijaya College Jayanagara,12.93985742,77.58002227,21,105
Vittalnagara,12.95464366,77.55713247,2,2
Wilson Garden 10th Cross,12.94715044,77.59805714,218,2525
Wilson Garden 14th Main,12.94656123,77.60039248,4,13
Wilson Garden 7th Cross,12.94709538,77.59451345,177,1719
Wilson Garden Police Station,12.95140577,77.59521987,284,2869
Ashokanagara Vidyapeeta Circle,12.93700975,77.56253708,5,50
Avalahalli BDA Park Girinagara,12.94323054,77.54261674,21,173
Avalahalli New BDA Layout Girinagara,12.94337406,77.53685899,7,32
Banashankari 1st Stage Bank Colony,12.93856255,77.55304251,63,857
Banashankari 1st Stage Muneshwara Block KEB,12.94205190,77.55059518,31,283
Banashankari 3rd Stage 2nd Phase,12.93401902,77.53991560,21,181
Banashankari 3rd Stage 3rd Phase,12.92764412,77.55136371,21,209
Banashankari Indira Nursing Home,12.92922748,77.56441636,27,286
Banashankari Nagalakshmi Kalyana Mantapa,12.92715190,77.56813826,14,220
Basavanagudi Police Station,12.94127235,77.57382118,211,2338
Bharathi Nursing Home Jayanagara,12.93696300,77.57411689,1,2
Bhuvaneshwarinagara Hoskerehalli,12.92190518,77.55083799,6,57
BMS College Basavanagudi,12.94164000,77.56701000,1,1
Brundavananagara TR Mil,12.95055081,77.55539596,1,2
Bull Temple,12.94381453,77.56783247,13,144
Channammanakere Achukattu,12.92831834,77.55648542,20,231
Dwarakanagara Hoskerehalli,12.93373771,77.53890607,46,417
Gandhi Bazaar,12.94577155,77.57064740,26,209
Ganesha Bhavan,12.94340242,77.56601632,40,369
Gavi Gangadareshwara Temple,12.94915040,77.56257601,4,6
Girinagara,12.94313749,77.54464343,26,236
Gunasheela Hospital,12.94065020,77.57630691,32,416
Hanumanthanagara Maruthi Circle,12.94344452,77.55849150,37,312
Hanumanthanagara Subramanya Swamy Temple,12.94169261,77.56199671,73,889
Hanumanthanagara Syndicate Bank,12.94657887,77.56419204,38,353
Hoskerehalli,12.93030789,77.53956987,16,120
Hoskerehalli Cross,12.93032903,77.54355905,82,932
Hoskerehalli Petrol Bunk,12.93290845,77.54016280,169,1459
Hoskerehalli Srinivasa Kalyana Mantapa,12.92579912,77.54423179,12,117
ITI Layout Vivekanandanagara,12.93337827,77.55780527,3,6
Ittamadu Cross,12.92782025,77.54608969,13,115
Janatha Bazaar Banashankari,12.92831264,77.54575018,83,596
Kalidasa Layout,12.94834530,77.55246542,4,43
Kamakya Talkies,12.92376204,77.55376939,70,649
Kathriguppe Outer Ring road,12.92503965,77.55039624,82,575
Kempegowda Nagara Swimming Pool,12.94831589,77.55916089,2,3
KIMS College,12.92636677,77.56101493,59,705
Kohinoor Ground,12.94735343,77.56631854,38,357
Krishnasagara Vivekanandanagara,12.93177916,77.55557270,4,11
MN Krishna Rao Park,12.94391987,77.57679563,3,12
Muneshwara Block,12.94226689,77.54858228,43,329
Muneshwara Nagara Srinagara,12.94494133,77.54730354,2,16
Nagasandra Circle Basavanagudi,12.93686333,77.57196667,17,141
Nagendra Block,12.94190627,77.55291670,44,343
Netkallappa Circle,12.93966253,77.57239033,74,741
Nirmala Store,12.94157107,77.55956637,75,912
NR Colony,12.93508932,77.56843798,39,438
PES College Outer Ring Road,12.93479065,77.53710374,70,601
Ramakrishna Ashrama,12.94900994,77.56764500,163,1872
Seetha Circle,12.93774272,77.54968336,106,1075
Shankarnagh Circle,12.93666519,77.55956196,7,56
Srikanteshwara Park Kathriguppe,12.92643306,77.55365431,7,28
Srinagara Apex Bank,12.94176426,77.55556899,38,281
Srinagara Bus Station,12.94426486,77.55471022,38,292
Srinivasanagara,12.93810270,77.55709656,4,8
Tata Silk Farm,12.93582391,77.57375224,33,439
Telecom Colony New Guddadahalli,12.95158599,77.54635334,0,0
Telecom Layout Srinagara,12.94843221,77.54936613,4,55
Tyagarajanagara,12.93226798,77.56769299,10,34
Vidyapeeta Circle,12.93523167,77.56079500,15,109
Vittalnagara,12.95464366,77.55713247,2,2
Vivekanandanagara,12.93036663,77.55340021,3,5
Banashankari 2nd Stage,12.92447893,77.56463997,13,143
Banashankari 3rd Stage 2nd Phase,12.93401902,77.53991560,21,181
Banashankari 3rd Stage 3rd Phase,12.92764412,77.55136371,21,209
Banashankari Hunasemara,12.91980957,77.57411870,43,519
Banashankari Indira Nursing Home,12.92922748,77.56441636,27,286
Banashankari Kaverinagara,12.91979690,77.56921479,10,122
Banashankari Nagalakshmi Kalyana Mantapa,12.92715190,77.56813826,14,220
Banashankari Police Station,12.92056927,77.56745696,0,0
Banashankari Post Office,12.92629497,77.56993366,29,286
Banashankari TTMC,12.91739812,77.57296353,466,4338
Basavanagudi Police Station,12.94127235,77.57382118,211,2338
Bharathi Nursing Home Jayanagara,12.93696300,77.57411689,1,2
Bhuvaneshwarinagara Hoskerehalli,12.92190518,77.55083799,6,57
Bikashipura,12.89807223,77.55744964,7,81
Chandranagara Kumaraswamy Layout,12.89938279,77.56118194,2,18
Channammanakere Achukattu,12.92831834,77.55648542,20,231
Chikkallasandra,12.91507591,77.55202889,24,228
Chikkallasandra Aralimara,12.91174197,77.55238653,129,1275
Chikkallasandra Bank Colony,12.90903003,77.54903699,107,1012
Chikkallasandra Mahesh Medicals,12.91402688,77.54992269,5,79
Chikkallasandra Naidu Layout,12.91632880,77.54599258,2,43
Dattatreyanagara Hoskerehalli,12.92326067,77.54042231,0,0
Dayananda Sagar College,12.90946957,77.56523265,47,636
Deepak Nursing Home Banashankari,12.92514048,77.57695313,19,96
Devegowda Hospital,12.92047385,77.56008692,11,45
Devegowda Petrol Bunk,12.92272755,77.56027238,252,2201
Dwarakanagara Hoskerehalli,12.93373771,77.53890607,46,417
Gowdanapalya,12.91149706,77.55569980,129,1263
Gunasheela Hospital,12.94065020,77.57630691,32,416
Hoskerehalli,12.93030789,77.53956987,16,120
Hoskerehalli Cross,12.93032903,77.54355905,82,932
Hoskerehalli D Souza Nagara,12.93178762,77.53330775,1,11
Hoskerehalli Kere Kodi,12.92954661,77.53469378,6,30
Hoskerehalli Petrol Bunk,12.93290845,77.54016280,169,1459
Hoskerehalli Shaneshwara Temple,12.92610563,77.53130548,1,1
Hoskerehalli Srinivasa Kalyana Mantapa,12.92579912,77.54423179,12,117
Iliyas Nagara,12.90862033,77.57042617,7,54
ISRO Layout Kumarawamy Layout,12.89943440,77.55822834,12,177
ISRO Layout Vasanthapura,12.89520959,77.55509133,7,42
Ittamadu Cross,12.92782025,77.54608969,13,115
Ittamadu Hoskerehalli,12.92399791,77.54363159,12,117
Ittamadu SLV Bakery,12.92120968,77.54315334,11,116
Ittamadu VB Bakery,12.91953727,77.54222203,15,186
Janatha Bazaar Banashankari,12.92831264,77.54575018,83,596
Jayanagara 3rd Block,12.93185791,77.58383236,55,362
Jayanagara 40th Cross,12.91987387,77.58067488,56,630
Jayanagara 6th Block,12.93092037,77.57829778,12,76
Jayanagara 8th Block,12.92389072,77.58026719,5,39
Jayanagara Metro Station Arrival,12.92968516,77.58024004,1,2
Jayanagara Metro Station Depature,12.92963092,77.58024037,2,31
Jayanagara Telephone Exchange,12.92374301,77.58371115,123,1337
Jayanagara TTMC,12.92850403,77.58423632,137,1089
JHBCS Layout,12.91300338,77.56354094,3,20
JP Nagara 1st Phase,12.91132728,77.57458276,3,10
JP Nagara 6th Phase,12.90655206,77.57763641,45,351
Kadirenahalli Cross,12.91391963,77.56660329,298,2985
Kadirenahalli Park,12.91767457,77.56441534,167,1453
Kadirenahalli Village,12.91570402,77.56160975,57,625
Kamakya Talkies,12.92376204,77.55376939,70,649
Kathriguppe Outer Ring road,12.92503965,77.55039624,82,575
KIMS College,12.92636677,77.56101493,59,705
Kumaraswamy Layout,12.90532614,77.56280467,49,601
Kumaraswamy Layout Water Tank,12.90845432,77.56161511,0,0
Kumaraswamy Layout West,12.90334827,77.55473793,4,45
Madhavan Park Jayanagara 2nd Stage,12.93646289,77.58394684,58,513
Minaznagara,12.91214978,77.56180219,2,30
MM Industries,12.92933592,77.57356691,34,442
MN Krishna Rao Park,12.94391987,77.57679563,3,12
Monotype Corporation,12.92181277,77.57052222,84,1158
Nagasandra Circle Basavanagudi,12.93686333,77.57196667,17,141
Nanda Talkies,12.93302905,77.58007632,159,1508
Netkallappa Circle,12.93966253,77.57239033,74,741
NR Colony,12.93508932,77.56843798,39,438
Padmanabha Nagar,12.91825822,77.55967051,4,6
Padmanabhanagara,12.91764391,77.55960474,4,6
Padmanabhanagara Rock,12.91858501,77.55736917,3,74
PES College Outer Ring Road,12.93479065,77.53710374,70,601
Prarthana School Kadirenahalli,12.91183438,77.55847080,52,378
Ramanjaneya Layout Cross Chikkallasandra,12.91457459,77.54699439,4,67
Rani Saraladevi High School,12.93889816,77.58529240,72,935
Rose Garden Jayanagara,12.92786829,77.58023501,3,22
Sarakki,12.90942689,77.57284284,207,1693
Shastri Bakery,12.92329858,77.57351339,33,436
South End Circle,12.93707400,77.57967376,193,1909
Srikanteshwara Park Kathriguppe,12.92643306,77.55365431,7,28
Tata Silk Farm,12.93582391,77.57375224,33,439
Tyagarajanagara,12.93226798,77.56769299,10,34
Umar Bhagh Layout,12.91295005,77.56535679,3,13
Uttarahalli KR Hospital,12.90694906,77.54595302,40,285
Vasanthapura,12.89623188,77.55262622,51,389
Vasanthapura Ragi Machine,12.89160182,77.56035380,10,19
Veerabhadranagara,12.93798025,77.53353336,8,19
Vijaya College Jayanagara,12.93985742,77.58002227,21,105
Yarabnagara,12.91572500,77.56937167,10,122
Yediyuru Jayanagara 6th Block,12.93080143,77.57616340,19,96
Adugodi,12.93895241,77.60966911,52,516
Ananda Ashrama Bannerughatta Road,12.92725733,77.60068870,91,1021
Anepalya,12.95283208,77.60543338,37,309
Anepalya Pothalappa Garden,12.94977972,77.60582328,3,13
Ayyappaswamy Temple Madivala,12.92472759,77.61791906,9,42
Bengaluru Dairy Circle,12.93713934,77.60114082,423,4052
BTM Layout 12th Main 7th Cross,12.91403342,77.61003166,4,12
BTM Layout 16th Main,12.91663359,77.60891085,265,2574
BTM Layout 16th Main Hopcoms,12.91967484,77.61038853,1,8
BTM Layout Kuvempunagara,12.91635662,77.61591532,253,2407
BTM Layout Water Tank,12.91669366,77.60684366,350,3054
Carmel Convent Jayanagara,12.92633355,77.59732896,108,988
Central Silk Board,12.91747831,77.62404046,524,3787
Chikka Adugodi,12.92903833,77.60946833,7,102
CS-Jakkasandra(Towards:Dairy Circle),12.92454821,77.63856500,15,16
CS-Mantri Elite Apartment,12.90545032,77.60096379,7,8
CS-Shopper Stop Mico Layout,12.91191315,77.59983659,5,6
Depot-15 Koramangala TTMC,12.94071685,77.62484014,57,352
Depot-25 HSR Layout,12.91967254,77.64301614,1,1
Ejipura,12.94673196,77.62871830,16,137
Ejipura School,12.94264277,77.63087176,2,5
Gangothri Circle Jai Bhimanagara,12.91966477,77.61293955,3,70
Gurappanapalya,12.91903206,77.60018259,114,1094
HSR Layout 14th Main,12.91618767,77.63493597,143,1100
HSR Layout 17th Cross 5th Main,12.91268246,77.63246298,1,15
